9e800099-14c9-4749-8853-7c5f8373103c	the_beatles	greatest_hits	141,197,197,141,4,1149,11,3557,197,141,141,197,197,141,4,1149,11,3557,197,141,141,57,281,197,141,197,197,141,141,11,3557,197,141,197,141,141,197,197,141,141,57,281,197,141,197,197,141,4,1149,11,3557,197,141,197,141,197,281,197,6,
8f2c252b-60fc-40e6-9853-285f30f9f6f9	the_beatles	greatest_hits	57,141,263,3641,141,141,197,141,57,141,263,3445,141,197,141,57,141,263,3445,263,3641,141,141,197,141,57,141,263,3445,263,3641,141,141,197,141,57,141,263,3445,263,3445,263,3445,
650a6968-68f8-4a7e-a819-612fd9bebf71	the_beatles	greatest_hits	1,144,1205,202,1966,1877,197,141,144,1205,202,1966,1877,4,1149,197,141,57,141,144,1205,202,1966,1877,4,1149,197,141,57,141,144,1205,202,1966,1877,197,141,141,11,
8d0e17b1-491b-4d20-a4a8-b6bd264c4aa6	the_beatles	greatest_hits	281,197,197,141,141,197,197,281,197,197,141,141,197,197,281,197,197,141,141,197,197,281,197,197,141,141,197,197,281,197,197,141,141,197,197,281,197,197,141,141,197,197,281,197,197,141,141,197,197,
e0fe5357-9ad2-4d6f-b919-b5a40418632a	the_beatles	greatest_hits	5,1413,4101,4325,4176,1149,5,1413,4101,4325,4176,1149,113,151,3585,258,1821,145,1413,4101,4325,4176,1149,5,1413,4101,4325,4313,113,151,3585,197,21,6861,57,141,21,6861,57,141,197,145,1413,4101,4061,321,4065,1541,5,1413,4101,4325,4176,1149,5,1413,4101,4325,4176,1149,113,151,3371,3595,3618,1821,145,1413,4101,4061,321,4061,197,21,6861,57,141,21,6861,57,141,197,145,1413,4101,4061,321,4065,1541,145,1541,145,1403,935,
87f55194-7771-4987-bb4f-5e88baa03c44	the_beatles	greatest_hits	141,1,141,197,85,57,57,141,141,197,141,263,3567,3585,197,141,57,141,141,57,141,141,197,85,57,57,141,141,197,141,263,3567,3585,197,141,57,141,1,141,57,141,141,57,141,141,57,141,141,57,141,141,197,85,57,57,141,141,197,141,263,3567,3585,197,141,57,141,141,57,141,141,57,141,85,141,309,141,
810bbf6b-4cf4-44ce-abd0-21006dfa2d45	the_beatles	greatest_hits	141,197,141,197,141,197,1,141,197,141,197,141,1,1,197,141,197,141,197,141,197,141,197,141,1,197,141,197,1,197,281,197,197,281,197,1,141,197,141,197,141,1,197,141,197,1,197,281,197,197,281,197,1,197,141,141,197,141,197,141,197,1,141,197,141,197,141,197,141,197,
e99d7335-6202-4075-8d40-8c868a3819be	the_beatles	greatest_hits	172,1037,141,172,1037,141,172,1037,1,197,141,1,67,3641,197,67,3641,29,1,57,57,1,67,3641,197,67,3641,29,1,57,57,141,197,141,197,141,197,1,197,141,1,67,3641,197,67,3641,29,1,57,57,141,197,141,197,141,197,1,197,141,1,67,3641,197,67,3641,29,1,57,57,225,57,57,225,57,57,
c8c01191-1c4f-4410-9624-ce960ceb12f3	the_beatles	greatest_hits	263,3445,263,3445,263,3585,197,141,197,263,3511,3641,263,3585,57,141,263,3445,263,3585,197,141,197,263,3511,3641,263,3585,57,141,263,3445,263,3585,57,141,1,141,57,141,263,3511,3641,263,3585,57,1,141,263,3445,263,3445,263,
5b614823-f2a1-448e-819d-f485aae5b513	the_beatles	greatest_hits	3511,3567,3445,281,169,141,123,3679,3679,3501,141,123,3679,3679,3501,141,123,3679,3679,3540,3809,123,3679,3679,3504,1149,123,3679,3679,3501,281,57,67,3511,3501,141,123,3669,319,3501,141,123,3679,3679,3501,141,123,3679,3679,3540,3809,123,3679,3679,3501,141,123,3679,3679,3501,281,57,67,3511,3501,281,263,3567,3651,3641,263,3567,3651,3567,3501,141,123,3679,3679,3504,1149,123,3679,3679,3501,141,123,3679,3679,3540,3809,123,3679,3679,3501,141,123,3679,3679,3501,281,57,67,3511,3501,67,3511,3501,67,3511,3501,
697e7e6e-47d3-42c4-9b47-a9d6b8563aab	the_beatles	greatest_hits	3445,197,67,3371,3377,5389,4173,207,3377,5389,4173,207,3445,197,67,3511,3567,3371,3511,3567,3445,57,207,3501,281,197,67,3371,3377,5389,4173,207,3377,5389,4173,207,3445,197,67,3511,3567,3371,3511,3567,3445,57,207,3501,281,197,67,3511,3567,3511,3567,3511,3557,
ea302395-147b-4ed9-8a30-56b12ceb22c2	the_beatles	greatest_hits	145,1485,201,1485,57,141,141,197,141,197,263,3641,263,3389,201,1485,263,3567,3641,141,141,197,141,197,263,3641,281,57,67,3501,281,113,151,3501,281,113,151,3641,141,141,197,141,197,263,3641,263,3389,201,1485,263,3567,3641,141,141,197,141,197,141,197,
994f54bc-47aa-4dc8-add5-55cac96d8c53	the_beatles	greatest_hits	141,57,141,141,57,141,141,57,141,141,57,141,141,57,141,141,57,141,141,57,141,141,57,141,141,57,141,141,57,141,141,57,141,141,57,141,141,57,141,141,57,141,141,57,141,141,57,141,141,57,141,141,57,141,141,57,281,57,141,141,57,281,57,141,141,57,281,57,141,141,57,281,57,1,4,1009,141,141,57,141,141,57,141,141,57,141,141,57,141,141,57,141,141,57,141,141,57,141,141,57,141,141,57,141,141,57,141,141,57,1,141,6,
a22b120d-9bed-4c1e-9712-b9c7a556e2c0	the_beatles	greatest_hits	207,3445,263,3585,300,6637,1,1,225,113,1,225,113,1,263,3445,263,3585,300,6637,1,217,6731,3420,1233,57,209,4173,141,225,113,1,225,113,1,263,3445,263,3585,300,6637,1,1,217,6731,3420,1233,57,209,4173,141,225,113,1,225,113,1,263,3445,263,3585,300,6637,88,1320,1320,1321,
fcb3acbb-6ab1-43f5-b500-dd9375ac10f4	the_beatles	greatest_hits	6983,3445,263,3511,3455,3557,263,3445,263,3511,3455,3557,141,123,3585,197,263,3585,197,1,1,263,3445,263,3511,3455,3557,141,123,3585,197,263,3585,197,1,141,197,1,1,263,3445,263,
